reaction	linear_coefficient
DIMPtex	[0.00044489429360646855]
ARBtex	[0.00044489429360646855]
DINSt2pp	[0.36418663102955834]
DINStex	[0.00044489429360646855]
DB4PS	[0.0021709868342063175]
DBTS	[0.36418663102955834]
DCAtex	[0.00044489429360646855]
DCMPtex	[0.00044489429360646855]
DCTPD	[np.float64(0.0037751224030668573)]
DKDID	[0.05264076825431193]
DKGLCNR1	[0.004470752961793577]
DKGLCNR2x	[0.006693470545510929]
DCYTD	[0.010907370510271778]
ARD_1	[0.011996981791048779]
DKGLCNR2y	[0.006693470545510929]
DKMPPD	[0.011996981791048779]
DKMPPD3	[0.011996981791048779]
DMATT	[0.005085019785456431]
DMPPS	[0.004061518114035207]
DMQMT	[np.float64(0.0037751224030668573)]
DNTPPA	[0.006656699159017143]
DOPAtex	[0.00044489429360646855]
ARD1	[0.010430433373040964]
DPCOAK	[0.008786066815152918]
DMSOR1	[0.36418663102955834]
DPR	[0.010453318511648942]
ARGDCpp	[np.float64(0.0037751224030668573)]
DRPA	[0.008308891925326658]
DSBAO1	[np.float64(0.0037751224030668573)]
DMSOR2	[0.36418663102955834]
DMSOtex	[0.00044489429360646855]
DMStex	[0.00044489429360646855]
DSBAO2	[np.float64(0.0037751224030668573)]
ARGORNt7pp	[0.36418663102955834]
DSBCGT	[0.004508336708343038]
DSBDR	[0.0023331392383048196]
DSBGGT	[0.008206799265468535]
DSERDHr	[np.float64(0.0037751224030668573)]
DSERt2pp	[0.0026425919301260336]
DNAMTn2r	[0.003879781236188431]
DNMPPA	[0.011996981791048779]
DSERtex	[0.00044489429360646855]
ARGSL	[np.float64(0.0037751224030668573)]
ARGSS	[np.float64(0.0037751224030668573)]
ARGTRS	[0.00800900905110665]
DTMPK	[0.007711135875088314]
ECOAH8	[0.0034570894407536436]
EDA	[0.007711135875088314]
EDD	[0.36418663102955834]
DTMPtex	[0.00044489429360646855]
ARGabcpp	[0.0021356789492379493]
DUMPtex	[0.00044489429360646855]
DURIK1	[np.float64(0.0037751224030668573)]
EDTXS1	[0.003931757068791163]
EDTXS2	[0.007051425904747772]
EDTXS3	[np.float64(0.0037751224030668573)]
EDTXS4	[0.007051425904747772]
DURIPP	[0.0031071059121082767]
EX_cellb_e	[0.011996981791048779]
DURIt2pp	[0.006322627357656415]
DURItex	[0.005867275432420022]
DUTPDP	[0.007255395747129922]
DXPRIi	[0.007846766935129852]
DXPS	[0.006000258892403832]
ENO	[0.003131718932209575]
2OH3K5MPPISO	[0.011996981791048779]
ENTCS	[0.36418663102955834]
ENTERES	[0.008206799265468535]
ENTERES2	[0.008206799265468535]
ETHAAL	[0.13621607877956052]
DXYLK	[0.36418663102955834]
E4PD	[np.float64(0.0037751224030668573)]
EAR100x	[np.float64(0.0037751224030668573)]
EAR100y	[np.float64(0.0037751224030668573)]
EAR120x	[np.float64(0.0037751224030668573)]
FDH5pp_1	[0.0035835279916302874]
EAR120y	[np.float64(0.0037751224030668573)]
EAR121x	[np.float64(0.0037751224030668573)]
EAR121y	[np.float64(0.0037751224030668573)]
EAR140x	[np.float64(0.0037751224030668573)]
EAR140y	[np.float64(0.0037751224030668573)]
EAR141x	[np.float64(0.0037751224030668573)]
ETHAt	[0.04598343588627746]
ETHAtex	[0.00044489429360646855]
ETHSO3abcpp	[0.040089130149306415]
ETHSO3tex	[0.00044489429360646855]
ETOHt2rpp	[0.011996981791048779]
ETOHtex	[0.00044489429360646855]
F6PA	[0.36418663102955834]
EAR141y	[np.float64(0.0037751224030668573)]
EAR160x	[np.float64(0.0037751224030668573)]
F6PP	[0.008154069440376917]
EAR160y	[np.float64(0.0037751224030668573)]
FDMO	[0.36418663102955834]
EAR161x	[np.float64(0.0037751224030668573)]
EAR161y	[np.float64(0.0037751224030668573)]
EAR180x	[np.float64(0.0037751224030668573)]
F6Pt6_2pp	[0.36418663102955834]
F6Ptex	[0.00044489429360646855]
FA100ACPHi	[0.09872551644910717]
FA120ACPHi	[0.09872551644910717]
FA140ACPHi	[0.09872551644910717]
FA141ACPHi	[0.09872551644910717]
FA160ACPHi	[0.09872551644910717]
FA161ACPHi	[0.09872551644910717]
EAR180y	[np.float64(0.0037751224030668573)]
EAR181x	[np.float64(0.0037751224030668573)]
EAR181y	[np.float64(0.0037751224030668573)]
EAR40x	[np.float64(0.0037751224030668573)]
EAR40y	[np.float64(0.0037751224030668573)]
EAR60x	[np.float64(0.0037751224030668573)]
FA80ACPHi	[0.09872551644910717]
FACOAE100	[0.00570292685698311]
EAR60y	[np.float64(0.0037751224030668573)]
FACOAE120	[0.00570292685698311]
FDMO2	[0.36418663102955834]
FACOAE140	[0.00570292685698311]
FACOAE141	[0.00570292685698311]
FACOAE160	[0.00570292685698311]
EAR80x	[np.float64(0.0037751224030668573)]
EAR80y	[np.float64(0.0037751224030668573)]
ECAP1pp	[0.006552672731309886]
ECAP2pp	[0.006552672731309886]
FACOAE161	[0.00570292685698311]
FACOAE180	[0.00570292685698311]
ECAP3pp	[0.006552672731309886]
FACOAE181	[0.00570292685698311]
FDMO3	[0.36418663102955834]
FACOAE60	[0.00570292685698311]
FACOAE80	[0.00570292685698311]
ECAtpp	[0.36418663102955834]
ECOAH1	[0.0034570894407536436]
ECOAH2	[0.0034570894407536436]
ECOAH3	[0.0034570894407536436]
FACOAL100t2pp	[np.float64(0.0037751224030668573)]
FACOAL120t2pp	[np.float64(0.0037751224030668573)]
FACOAL140t2pp	[np.float64(0.0037751224030668573)]
FACOAL141t2pp	[np.float64(0.0037751224030668573)]
ECOAH4	[0.0034570894407536436]
FDMO4	[0.36418663102955834]
ECOAH5	[0.0034570894407536436]
ECOAH6	[0.0034570894407536436]
ECOAH7	[0.0034570894407536436]
FACOAL160t2pp	[np.float64(0.0037751224030668573)]
FACOAL161t2pp	[np.float64(0.0037751224030668573)]
FACOAL180t2pp	[np.float64(0.0037751224030668573)]
FDMO6	[0.36418663102955834]
FACOAL181t2pp	[np.float64(0.0037751224030668573)]
FACOAL60t2pp	[np.float64(0.0037751224030668573)]
FACOAL80t2pp	[np.float64(0.0037751224030668573)]
FADRx	[np.float64(0.0037751224030668573)]
FE2abcpp	[0.03639953250967642]
FADRx2	[0.36418663102955834]
FALDH2	[0.005960220861440964]
FALDtex	[0.00044489429360646855]
FRUpts2pp	[0.0025264714377047867]
FRUptspp	[0.0025264714377047867]
FE2t2pp	[0.13968654267640898]
FRUtex	[0.00044489429360646855]
FBA	[0.002614213901341952]
FBP	[np.float64(0.0037751224030668573)]
FCI	[0.03439688867873218]
FCLK	[0.24670139391035847]
FCLPA	[0.044002512285435016]
FTHFD	[np.float64(0.0037751224030668573)]
FUCtex	[0.00044489429360646855]
FUCtpp	[0.15318588355054288]
FUM	[0.0026434339782670435]
FUMt2_2pp	[0.004216064137621043]
FUMt2_3pp	[0.008082478018745513]
FCLT	[0.011996981791048779]
FE2t3pp	[0.008786066815152918]
FDH4pp_1	[0.0035835279916302874]
FUMtex	[0.00044489429360646855]
G1PACT	[0.003548810021835523]
G1PPpp	[0.0038491931010867604]
FE2tex	[0.00044489429360646855]
G1PTT	[0.008236520983855723]
G1Ptex	[0.00044489429360646855]
GALCTNLt2pp	[0.36418663102955834]
GALCTNLtex	[0.00044489429360646855]
GALCTNt2pp	[0.36418663102955834]
GALCTNtex	[0.00044489429360646855]
G1SAT	[np.float64(0.0037751224030668573)]
G2PPpp	[0.00905149050203237]
GALCTt2rpp	[0.36418663102955834]
FE2tpp	[0.007534073541973199]
GALCTtex	[0.00044489429360646855]
GALKr	[0.010693738070993277]
GALM2pp	[0.03457112959016958]
GALS3	[0.36418663102955834]
GALTptspp	[0.0025264714377047867]
G3PAT120	[0.004007009630612596]
G3PAT140	[0.004007009630612596]
G3PAT141	[0.004007009630612596]
G3PAT160	[0.004007009630612596]
G3PAT161	[0.004007009630612596]
G3PAT180	[0.004007009630612596]
GALTtex	[0.00044489429360646855]
GALURt2rpp	[0.36418663102955834]
G3PAT181	[0.004007009630612596]
FE3DHBZSabcpp	[0.011626455766602607]
G3PCabcpp	[0.36418663102955834]
GALURtex	[0.00044489429360646855]
GALUi	[np.float64(0.0037751224030668573)]
GALabcpp	[0.0028063630345168005]
G3PCtex	[0.00044489429360646855]
GALt2pp	[0.36418663102955834]
G3PD2	[0.004720293090059658]
FE3DHBZStonex	[np.float64(0.0037751224030668573)]
G3PD5	[0.36418663102955834]
GALtex	[0.00044489429360646855]
GAM6Pt6_2pp	[0.36418663102955834]
G3PD6	[0.36418663102955834]
GAMAN6Ptex	[0.00044489429360646855]
G3PD7	[0.36418663102955834]
G3PEabcpp	[0.36418663102955834]
G3PEtex	[0.00044489429360646855]
GAMptspp	[0.0025264714377047867]
GAMtex	[0.00044489429360646855]
GAPD	[0.002599812412199252]
GARFT	[0.0060945256488480525]
G3PGabcpp	[0.36418663102955834]
GART	[0.36418663102955834]
G3PGtex	[0.00044489429360646855]
GCALDD	[0.006196422233759262]
FE3HOXabcpp	[0.011729682147820065]
GDPDPK	[0.006218840901342738]
G3PIabcpp	[0.36418663102955834]
G3PItex	[0.00044489429360646855]
G3PSabcpp	[0.36418663102955834]
GDPMNP	[0.005415072168045543]
FE3HOXtonex	[np.float64(0.0037751224030668573)]
GDPtex	[0.00044489429360646855]
GF6PTA	[np.float64(0.0037751224030668573)]
GGGABADr	[0.36418663102955834]
G3PStex	[0.00044489429360646855]
G3PT	[0.008154069440376917]
G5SADs	[0.011996981791048779]
GGGABAH	[0.00583399174505206]
G5SD	[np.float64(0.0037751224030668573)]
FE3Ri	[np.float64(0.0037751224030668573)]
G6PDA	[0.006247485595788368]
GGPTRCO	[0.36418663102955834]
GGPTRCS	[0.007626291045633438]
GHMT2r	[0.0036336825920949287]
GK1	[np.float64(0.0037751224030668573)]
G6PDH2r	[np.float64(0.0037751224030668573)]
G6PP	[0.008154069440376917]
G6Pt6_2pp	[0.36418663102955834]
G6Ptex	[0.00044489429360646855]
GAL1PPpp	[0.0038491931010867604]
FE3abcpp	[0.011996981791048779]
GAL1Ptex	[0.00044489429360646855]
GALBDtex	[0.00044489429360646855]
GLA	[np.float64(0.0037751224030668573)]
FE3tex	[0.00044489429360646855]
GALCTD	[0.36418663102955834]
GLBRAN2	[0.010341012482962337]
FECRMR3	[0.011996981791048779]
GLCATr	[0.004720293090059658]
FECRMabcpp	[0.011729682147820065]
GLCDpp	[0.03457112959016958]
GLCNt2rpp	[0.36418663102955834]
FECRMtonex	[np.float64(0.0037751224030668573)]
GLCabcpp	[0.0028063630345168005]
GLCNtex	[0.00044489429360646855]
FEENTERR3	[0.011996981791048779]
GLCOAS	[0.002173290432869735]
GLCptspp	[0.0025264714377047867]
GLCt2pp	[0.36418663102955834]
GLCtex_copy1	[0.00044489429360646855]
GLCtex_copy2	[0.36418663102955834]
GLDBRAN2	[0.04420585398112684]
GLGC	[0.00808817434604795]
GLCP	[0.008948058922044961]
GLCP2	[0.008948058922044961]
GLCRAL	[0.36418663102955834]
GLCRD	[0.36418663102955834]
GLNS	[0.007626291045633438]
FEENTERabcpp	[0.011626455766602607]
GLNTRS	[np.float64(0.0037751224030668573)]
GLNabcpp	[0.00228571606329083]
GLCRt2rpp	[0.36418663102955834]
GLCRtex	[0.00044489429360646855]
GLCS1	[0.009450588052700914]
GLNtex	[0.00044489429360646855]
GLTPD	[0.36418663102955834]
GLCUR1Ptex	[0.00044489429360646855]
GLCURt2rpp	[0.36418663102955834]
GLU5K	[np.float64(0.0037751224030668573)]
FEENTERtonex	[np.float64(0.0037751224030668573)]
GLUCYS	[0.005085019785456431]
GLCURtex	[0.00044489429360646855]
FEENTERtpp	[0.06338488349888712]
FEOXAMabcpp	[0.011729682147820065]
GLYCtpp	[0.2644004341491885]
GLYK	[0.010907370510271778]
GLUDxi	[0.0026262945680044585]
FEOXAMtonex	[np.float64(0.0037751224030668573)]
GLUDy	[0.0026262945680044585]
GLUN	[0.010515272210115037]
GLUNpp	[0.09558659366636922]
GLUPRT	[np.float64(0.0037751224030668573)]
GLUR	[0.004807732417914866]
GLYOX	[0.03865134692277772]
GLYTRS	[np.float64(0.0037751224030668573)]
GLYt2pp	[0.0026425919301260336]
GLYt4pp	[0.36418663102955834]
GLYtex	[0.00044489429360646855]
GMHEPAT	[0.007534073541973199]
GLUSy	[0.04281465456932325]
GMHEPK	[0.007534073541973199]
GLUTRR	[np.float64(0.0037751224030668573)]
FEROpp	[0.005472316657112654]
GLUTRS	[np.float64(0.0037751224030668573)]
GLUabcpp	[0.0022884703660405676]
GLUt2rpp	[0.038733187685561714]
GMHEPPA	[0.004670784681346172]
GMPR	[np.float64(0.0037751224030668573)]
GMPS2	[0.0031071059121082767]
GMPtex	[0.00044489429360646855]
GLUt4pp	[0.03457112959016958]
GND	[0.005678680707352073]
FFSD	[0.36418663102955834]
GNK	[0.36418663102955834]
GP4GH	[0.0065652731950216125]
GLUtex	[0.00044489429360646855]
GLYALDtex	[0.00044489429360646855]
GLYALDtpp	[0.2644004341491885]
GPDDA1	[0.049496596445290315]
FFSD1r	[0.11618310019171721]
GPDDA1pp	[0.038733187685561714]
GPDDA2	[0.049496596445290315]
GPDDA2pp	[0.038733187685561714]
GPDDA3	[0.049496596445290315]
GPDDA3pp	[0.038733187685561714]
GPDDA4	[0.049496596445290315]
GLYAT	[np.float64(0.0037751224030668573)]
GLYBabcpp	[0.007728379785002437]
GLYBt2pp	[0.008236520983855723]
GLYBtex	[0.00044489429360646855]
GLYC2Ptex	[0.00044489429360646855]
GPDDA4pp	[0.038733187685561714]
GLYC3Pabcpp	[0.36418663102955834]
FGLU	[0.36418663102955834]
GLYC3Pt6pp	[0.13621607877956052]
GLYC3Ptex	[0.00044489429360646855]
GPDDA5	[0.049496596445290315]
GPDDA5pp	[0.038733187685561714]
GRTT	[0.005085019785456431]
GLYCAt2rpp	[0.36418663102955834]
FHL	[0.36418663102955834]
GLYCAtex	[0.00044489429360646855]
GRXR	[0.0029851307588086348]
GSNK	[0.00782258308557181]
FLDR	[0.0028804584238379554]
GSNt2pp	[0.36418663102955834]
GSNtex	[0.00044489429360646855]
GSPMDA	[0.005085019785456431]
GSPMDS	[0.005085019785456431]
GLYCDH	[0.36418663102955834]
GLYCDx	[0.010673422627136926]
GLYCK2	[0.010693738070993277]
GLYCL	[0.0023155088553524204]
GLYCLTDx	[0.005085019785456431]
GLYCLTDy	[0.005085019785456431]
GLYCLTt2rpp	[0.1690045981533001]
GTHOXtex	[0.00044489429360646855]
GTHOr	[np.float64(0.0037751224030668573)]
GTHRDHpp	[0.011955191796019952]
GTHRDabc2pp	[0.005177484062654752]
GLYCLTt4pp	[0.010738880574540512]
FLVR	[np.float64(0.0037751224030668573)]
GLYCLTtex	[0.00044489429360646855]
GLYCtex	[0.00044489429360646855]
GTHRDabcpp	[0.007711135875088314]
FLVRx	[np.float64(0.0037751224030668573)]
GTHRDtex	[0.00044489429360646855]
GTHS	[np.float64(0.0037751224030668573)]
FMETTRS	[np.float64(0.0037751224030668573)]
GTPCI	[0.0031835523769327898]
GTPCII2	[np.float64(0.0037751224030668573)]
H2tex	[0.00044489429360646855]
H2tpp	[0.011996981791048779]
GTPDPDP	[np.float64(0.0037751224030668573)]
HACD1i	[0.0034570894407536436]
GTPDPK	[0.007420551076133361]
FMNAT	[np.float64(0.0037751224030668573)]
GTPtex	[0.00044489429360646855]
GUAD	[0.36418663102955834]
GUAPRT	[np.float64(0.0037751224030668573)]
GUAt2pp	[0.36418663102955834]
GUAtex	[0.005867275432420022]
GUAtpp	[0.36418663102955834]
HACD2i	[0.0034570894407536436]
HACD3i	[0.0034570894407536436]
HACD4i	[0.0034570894407536436]
HACD5i	[0.0034570894407536436]
HACD6i	[0.0034570894407536436]
HACD7i	[0.0034570894407536436]
GUI1	[0.009343457072628878]
GUI2	[0.009343457072628878]
H2O2tex	[0.00044489429360646855]
FMNRx	[np.float64(0.0037751224030668573)]
H2Otex	[0.00044489429360646855]
H2Otpp	[0.36418663102955834]
HACD8i	[0.0034570894407536436]
FMNRx2	[np.float64(0.0037751224030668573)]
H2Stex	[0.00044489429360646855]
FORAMD	[0.3698660109855745]
HADPCOADH	[np.float64(0.0037751224030668573)]
HBZOPT	[0.009430457028707545]
HCINNMt2rpp	[0.36418663102955834]
HCINNMtex	[0.00044489429360646855]
HCO3E	[np.float64(0.0037751224030668573)]
FORt2pp	[0.004670784681346172]
HXAtex	[0.00044489429360646855]
FORtex	[0.00044489429360646855]
HXCT	[0.006024885459067501]
HXPRT	[np.float64(0.0037751224030668573)]
HYD1pp	[0.36418663102955834]
HYPOE	[0.011996981791048779]
HYXNtex	[0.00044489429360646855]
HCYSMT	[0.0074693704081509075]
HCYSMT2	[0.0074693704081509075]
HDCAtexi	[0.004978997563790298]
HDCEAtexi	[0.004978997563790298]
CTECOAI7	[0.0034570894407536436]
HEMEOS	[0.0031071059121082767]
HEPT1	[0.007420551076133361]
HEPT2	[np.float64(0.0037751224030668573)]
Htex	[0.00044489429360646855]
ICDHyr	[0.00026195109761855366]
ICHORS_copy1	[0.11618310019171721]
ICHORS_copy2	[0.36418663102955834]
HEPT3	[0.1175136559139859]
ICHORT	[0.36418663102955834]
FORtppi	[0.004670784681346172]
ICL	[0.0031071059121082767]
IDONtex	[0.00044489429360646855]
IG3PS	[0.006552672731309886]
HETZK	[0.0038890946803244]
HEX1	[0.006552672731309886]
IGPDH	[0.004807732417914866]
HEX7	[0.007847527577973334]
IGPS	[0.005086072147313333]
FRD2	[0.008921570346682334]
ILETA	[0.009430457028707545]
HG2abcpp	[0.09106253595232988]
ILETRS	[np.float64(0.0037751224030668573)]
FRD3	[0.008921570346682334]
ILEabcpp	[0.0467276975904941]
ILEt2rpp	[0.005093711514867138]
ILEtex	[0.00044489429360646855]
IMPC	[0.010738880574540512]
IMPD	[0.003155811966589271]
HG2t3pp	[0.008786066815152918]
HG2tex	[0.00044489429360646855]
HHDDI	[0.004720293090059658]
IMPtex	[0.00044489429360646855]
FRUK	[0.057815974310841456]
INDOLEt2pp	[0.36418663102955834]
INDOLEt2rpp	[0.36418663102955834]
INDOLEtex	[0.00044489429360646855]
HISDr	[0.36418663102955834]
HISTD	[0.36418663102955834]
HISTP	[0.004807732417914866]
FRULYStex	[0.00044489429360646855]
HISTRS	[np.float64(0.0037751224030668573)]
HISabcpp	[0.002239110529225358]
INS2D	[0.11618310019171721]
INSH	[0.0047556850229273405]
INSK	[0.00782258308557181]
FRUURtex	[0.00044489429360646855]
HISt2rpp	[0.00962714659065081]
HIStex	[0.00044489429360646855]
GALCTND	[0.36418663102955834]
HKNDDH	[0.36418663102955834]
HKNTDH	[0.36418663102955834]
INSTt2	[0.011996981791048779]
INSTtex	[0.00044489429360646855]
HMBS	[0.003181365662768151]
HMPK1	[0.006049252798713657]
INSt2pp	[0.36418663102955834]
INStex	[0.005867275432420022]
HOMt2pp	[0.009863428404933523]
IPDDI	[np.float64(0.0037751224030668573)]
ACACT9	[np.float64(0.0037751224030668573)]
IPDPS	[0.004061518114035207]
IPMD	[0.044002512285435016]
IPPMIa	[0.038733187685561714]
IPPMIb	[0.038733187685561714]
IPPS	[0.037374032531598024]
ISETACabcpp	[0.040089130149306415]
ISETACtex	[0.00044489429360646855]
HOMtex	[0.00044489429360646855]
HOPNTAL	[0.36418663102955834]
HPA3MO	[0.004679003870629201]
HPACt2r	[0.057815974310841456]
HPPK2	[0.36418663102955834]
HPPPNDO	[0.36418663102955834]
HPPPNt2rpp	[0.36418663102955834]
IZPN	[0.36418663102955834]
ACACT12	[np.float64(0.0037751224030668573)]
K2L4Aabcpp	[np.float64(0.0037751224030668573)]
HPPPNtex	[0.00044489429360646855]
HPYRRx	[0.005085019785456431]
HPYRRy	[0.005085019785456431]
K2L4Atex	[0.011996981791048779]
HSDy	[0.009863428404933523]
ACACT8r	[np.float64(0.0037751224030668573)]
HSK	[0.009867148312634825]
HSST	[0.010928893948082882]
HSTPT	[0.36418663102955834]
KARA1	[0.010453318511648942]
KARA2	[0.010453318511648942]
KAS14	[0.0033016349418232764]
KAS15	[0.010693738070993277]
KAT1	[np.float64(0.0037751224030668573)]
ACACT10	[np.float64(0.0037751224030668573)]
ACACT11	[np.float64(0.0037751224030668573)]
KDOCT2	[np.float64(0.0037751224030668573)]
ACACT8	[np.float64(0.0037751224030668573)]
ACACT13	[np.float64(0.0037751224030668573)]
KDOPP	[0.004470752961793577]
KDOPS	[np.float64(0.0037751224030668573)]
LPLIPAL1G160pp	[np.float64(0.0037751224030668573)]
MALTTRabcpp	[0.11585181299577449]
LPLIPAL1G161pp	[np.float64(0.0037751224030668573)]
KG6PDC	[0.36418663102955834]
LPLIPAL1G180pp	[np.float64(0.0037751224030668573)]
LPLIPAL1G181pp	[np.float64(0.0037751224030668573)]
MALTTRtexi	[0.36418663102955834]
MALTTTRabcpp	[0.11585181299577449]
MALTTTRtexi	[0.36418663102955834]
LPLIPAL2A120	[np.float64(0.0037751224030668573)]
MALTabcpp	[0.11585181299577449]
Kabcpp	[0.36418663102955834]
MALTptspp	[0.0025264714377047867]
MALTtexi	[0.36418663102955834]
LPLIPAL2A140	[np.float64(0.0037751224030668573)]
LPLIPAL2A141	[np.float64(0.0037751224030668573)]
LPLIPAL2A160	[np.float64(0.0037751224030668573)]
LPLIPAL2A161	[np.float64(0.0037751224030668573)]
LPLIPAL2A180	[np.float64(0.0037751224030668573)]
MALt2_2pp	[0.004216064137621043]
MALt2_3pp	[0.008082478018745513]
MALtex	[0.00044489429360646855]
MAN6PI	[np.float64(0.0037751224030668573)]
MAN6Pt6_2pp	[0.36418663102955834]
LPLIPAL2A181	[np.float64(0.0037751224030668573)]
Kt2pp	[0.010494831186402109]
LPLIPAL2ATE120	[np.float64(0.0037751224030668573)]
MAN6Ptex	[0.00044489429360646855]
MANAO	[0.36418663102955834]
LPLIPAL2ATE140	[np.float64(0.0037751224030668573)]
MANGLYCtex	[0.00044489429360646855]
Kt3pp	[0.11618310019171721]
MANptspp	[0.0025264714377047867]
LPLIPAL2ATE141	[np.float64(0.0037751224030668573)]
LPLIPAL2ATE160	[np.float64(0.0037751224030668573)]
MANtex	[0.00044489429360646855]
