reaction	linear_coefficient
QMO2	[0.0029197038966963904]
QMO3	[0.0029197038966963904]
QULNS	[0.0802487721976221]
R15BPK	[0.36418663102955834]
RZ5PP	[0.010340075602708826]
Rbtt2	[0.36418663102955834]
S7PI	[np.float64(0.0037751224030668573)]
SADH	[0.0027808398282112433]
SADT2	[0.36418663102955834]
SARCOX	[np.float64(0.0037751224030668573)]
SBTPD	[0.36418663102955834]
SBTptspp	[0.0025264714377047867]
R1PK	[0.011996981791048779]
R5PP	[0.008154069440376917]
R5PPpp	[0.00905149050203237]
SBTtex	[0.00044489429360646855]
R5Ptex	[0.00044489429360646855]
PPDD	[0.36418663102955834]
RBFK	[np.float64(0.0037751224030668573)]
RBFSa	[np.float64(0.0037751224030668573)]
SDPDS	[np.float64(0.0037751224030668573)]
SDPTA	[0.0026742871484337423]
SELCYSS	[0.36418663102955834]
RBFSb	[np.float64(0.0037751224030668573)]
PPGPPDP	[0.006218840901342738]
RBK	[0.008206799265468535]
SELNPS	[np.float64(0.0037751224030668573)]
SERASr	[0.038733187685561714]
SERAT	[0.004753873644971676]
PPK2	[0.007790018004337843]
SERD_D	[0.36418663102955834]
SERD_L	[np.float64(0.0037751224030668573)]
RBK_Dr	[0.36418663102955834]
RBK_L1	[0.36418663102955834]
RBP4E	[0.36418663102955834]
RBTDG	[0.12875713348134224]
SERt2rpp	[0.005858228938543573]
SERt4pp	[0.002217024716162507]
PPK	[0.007790018004337843]
SERtex	[0.00044489429360646855]
SFGTHi	[np.float64(0.0037751224030668573)]
RHCCE	[np.float64(0.0037751224030668573)]
SERTRS	[0.003575362961587932]
SERTRS2	[0.003575362961587932]
SGDS	[np.float64(0.0037751224030668573)]
PPM	[0.003131718932209575]
SGSAD	[0.002599812412199252]
SHCHCC	[0.05264076825431193]
PPM2	[0.003131718932209575]
SHCHCS2	[0.36418663102955834]
SHCHD2	[0.22731981050647007]
PPNCL2	[0.007807166168817519]
SHCHF	[0.22731981050647007]
SHK3Dr	[np.float64(0.0037751224030668573)]
TAUDO	[0.3698660109855745]
TAURabcpp	[0.36418663102955834]
SHKK	[np.float64(0.0037751224030668573)]
PPND	[0.005085019785456431]
SHSL1	[0.11618310019171721]
SKMt2pp	[0.11618310019171721]
TAURtex	[0.00044489429360646855]
TCYNTtex	[0.00044489429360646855]
SKMtex	[0.00044489429360646855]
PPNDH	[0.003841192350991288]
SO2tex	[0.00044489429360646855]
SO2tpp	[0.011996981791048779]
SO3tex	[0.00044489429360646855]
SO4tex	[0.00044489429360646855]
CTECOAI6	[0.0034570894407536436]
TDP	[0.004720293090059658]
TDPADGAT	[0.06008736996258386]
TDPAGTA	[0.03643419826348136]
TDPDRE	[0.463588300989714]
TDPDRR	[0.463588300989714]
SOTA	[0.0026742871484337423]
SPMDAT1	[0.006656699159017143]
TDPGDH	[0.005085019785456431]
PPPGO	[0.010907370510271778]
TDSK	[0.005376822671745785]
TDSR1	[0.004508336708343038]
SPMDAT2	[0.006656699159017143]
SPMDabcpp	[0.008663020730684312]
SPMDtex	[0.00044489429360646855]
TDSR2	[0.007255395747129922]
PPPGO3	[0.010907370510271778]
TGBPA	[0.36418663102955834]
THD2pp	[0.009343457072628878]
THDPS	[np.float64(0.0037751224030668573)]
SPMS	[0.005085019785456431]
SPODM	[0.0021259449913262024]
THIORDXi	[0.0023331392383048196]
SPODMpp	[0.006024885459067501]
PPPNt2rpp	[np.float64(0.0037751224030668573)]
SSALx	[0.003514611629172871]
THMDt2pp	[0.006322627357656415]
THMDtex	[0.00044489429360646855]
THMabcpp	[0.0047556850229273405]
THMtex	[0.00044489429360646855]
SSALy	[0.003514611629172871]
SUCBZL	[0.36418663102955834]
SUCBZS	[0.36418663102955834]
THRA2	[0.0036336825920949287]
SUCCt2_2pp	[0.004216064137621043]
PPPNtex	[0.00044489429360646855]
SUCCt2_3pp	[0.008082478018745513]
SUCCt3pp	[0.011996981791048779]
SUCCtex	[0.00044489429360646855]
THRA	[0.0036336825920949287]
THRD	[0.0031835523769327898]
THRD_L	[np.float64(0.0037751224030668573)]
THRPtex	[0.00044489429360646855]
SUCDi	[0.002126373015143488]
SUCFUMtpp	[0.008082478018745513]
THRS	[0.009343457072628878]
PPRDNDH	[0.11585181299577449]
THRTRS	[np.float64(0.0037751224030668573)]
THRabcpp	[0.0467276975904941]
SUCOAS	[0.002173290432869735]
SUCRtex	[0.36418663102955834]
SUCptspp	[0.3698660109855745]
THRt2pp	[0.006656699159017143]
PPS	[0.002870329341480528]
THRt2rpp	[0.36418663102955834]
THRt4pp	[0.002217024716162507]
THRtex	[0.00044489429360646855]
THYMt3pp	[0.011996981791048779]
THYMtex	[0.00044489429360646855]
SULFACabcpp	[0.040089130149306415]
SULFACtex	[0.00044489429360646855]
SULR	[0.36418663102955834]
SULabcpp	[0.010813253328978773]
T2DECAI	[np.float64(0.0037751224030668573)]
TAGURr	[0.36418663102955834]
TALA	[0.0035835279916302874]
TARTD	[0.36418663102955834]
THZPSN	[0.002173290432869735]
TKT1	[0.0035913918321707765]
TKT2	[0.0035913918321707765]
TARTRt7pp	[0.36418663102955834]
PPTHpp	[0.06821318185656794]
TARTRtex	[0.00044489429360646855]
TMAOR1	[0.36418663102955834]
TMAOR2	[0.36418663102955834]
TMAOtex	[0.00044489429360646855]
PPTtex	[0.00044489429360646855]
TMAtex	[0.00044489429360646855]
TMDK1	[np.float64(0.0037751224030668573)]
TPI	[np.float64(0.0037751224030668573)]
TPRDCOAS	[0.463588300989714]
TMDPP	[0.010373625403179427]
PRAGSr	[0.008948058922044961]
TMDS	[0.004807732417914866]
TMK	[0.1690045981533001]
TRDR	[0.0023331392383048196]
TRE6PH	[0.060430182237883344]
TRE6PP	[0.009430457028707545]
TRE6PS	[0.007984190615626873]
PRAIS	[0.0041796715446625115]
TREH	[0.03865134692277772]
TREHpp	[0.36418663102955834]
TMN	[0.008663020730684312]
TREptspp	[0.0025264714377047867]
PRAIi	[0.005086072147313333]
TREtex	[0.00044489429360646855]
TRPS1	[0.0041294964021968]
TMPK	[0.0038946472177781404]
TMPPP	[0.0074149925373163455]
EX_ca2_e	[0.011996981791048779]
TRPS2	[0.0041294964021968]
PRAMPC	[0.008236520983855723]
TRPS3	[0.0041294964021968]
PRASCSi	[np.float64(0.0037751224030668573)]
TRPTA	[np.float64(0.0037751224030668573)]
TRPTRS	[0.0038491931010867604]
TRPt2rpp	[0.00962714659065081]
TRPtex	[0.00044489429360646855]
UDPGALPpp	[0.011253947229232591]
UDPGALtex	[0.00044489429360646855]
UDPGD	[0.005997914095880187]
UDPGDC	[0.36418663102955834]
UDPGLCURtex	[0.00044489429360646855]
UDPGPpp	[0.011253947229232591]
TRSARr	[0.11585181299577449]
TSULabcpp	[0.15194697372957852]
TSULtex	[0.00044489429360646855]
TTDCAtexi	[0.004978997563790298]
TTDCEAtexi	[0.004978997563790298]
UDPGtex	[0.00044489429360646855]
UDPKAAT	[0.36418663102955834]
UGLCURPpp	[0.011253947229232591]
UGLT	[0.009450588052700914]
UGLYCH	[0.36418663102955834]
UGMDDS	[0.03639953250967642]
TUNGSabcpp	[0.010813253328978773]
TUNGStex	[0.00044489429360646855]
PRATPP	[0.008236520983855723]
TYMtex	[0.00044489429360646855]
TYROXDApp	[0.007420551076133361]
TYRPpp	[0.00905149050203237]
TYRPtex	[0.00044489429360646855]
UHGADA	[0.002102102705752895]
ULA4NFT	[0.36418663102955834]
ULA4Ntppi	[0.011996981791048779]
UM3PL	[0.008988815074424106]
TYRTA	[0.002771762468017001]
PRFGS	[0.010713869161887792]
TYRTRS	[np.float64(0.0037751224030668573)]
UM4PCP	[0.006117823980215606]
UM4PL	[0.008988815074424106]
TYRt2rpp	[0.00962714659065081]
UMPK	[np.float64(0.0037751224030668573)]
UMPtex	[0.00044489429360646855]
UNK3	[0.011996981791048779]
TYRtex	[0.00044489429360646855]
U23GAAT	[np.float64(0.0037751224030668573)]
UAAGDS	[0.010373625403179427]
UPLA4FNF	[0.011996981791048779]
UACGALPpp	[0.011253947229232591]
UPLA4FNT	[0.36418663102955834]
PRMICI	[0.006656699159017143]
UPP3MT	[np.float64(0.0037751224030668573)]
UPP3S	[np.float64(0.0037751224030668573)]
UPPDC1	[np.float64(0.0037751224030668573)]
UACGAMPpp	[0.011253947229232591]
UACGAMtex	[0.00044489429360646855]
UACMAMO	[np.float64(0.0037751224030668573)]
UAG2E	[0.006552672731309886]
UPPRT	[0.008236520983855723]
UAGAAT	[np.float64(0.0037751224030668573)]
PROD2	[0.36418663102955834]
UAGCVT	[0.038733187685561714]
UAGDP	[0.003548810021835523]
URAt2pp_copy1	[0.36418663102955834]
URAt2pp_copy2	[0.36418663102955834]
URAtex	[0.00044489429360646855]
UAGPT3	[0.09558659366636922]
UAMAGS	[0.05264076825431193]
PROGLYabcpp	[np.float64(0.0037751224030668573)]
UAMAS	[0.11585181299577449]
UAPGR	[np.float64(0.0037751224030668573)]
PROGLYtex	[0.00044489429360646855]
UDCPDP	[0.004807732417914866]
UDCPDPS	[np.float64(0.0037751224030668573)]
UDCPDPpp	[0.004807732417914866]
UDCPPtppi	[0.011996981791048779]
URCN	[0.36418663102955834]
UREA	[0.36418663102955834]
UREAtex	[0.00044489429360646855]
UDPACGALtex	[0.00044489429360646855]
PROTRS	[0.007711135875088314]
UDPG4E	[0.006656699159017143]
UREAtpp	[0.2644004341491885]
URIC	[0.11618310019171721]
URIDK2r	[0.006656699159017143]
PROabcpp	[np.float64(0.0037751224030668573)]
URIH	[np.float64(0.0037751224030668573)]
URIK2	[0.011492795681219695]
XYLK	[0.36418663102955834]
PROt2rpp	[0.03518916471058945]
XYLK2	[0.36418663102955834]
XYLUtex	[0.00044489429360646855]
URIt2pp	[0.006322627357656415]
URItex	[0.005867275432420022]
USHD	[0.36418663102955834]
XYLabcpp	[0.03865134692277772]
XYLt2pp	[0.36418663102955834]
VALTA	[0.009430457028707545]
PROt4pp	[0.05526705599221245]
VALTRS	[np.float64(0.0037751224030668573)]
XYLtex	[0.00044489429360646855]
ZN2abcpp	[0.09106253595232988]
ZN2t3pp	[0.007990752224301243]
ZN2tpp	[0.007534073541973199]
ZNabcpp	[np.float64(0.0037751224030668573)]
Zn2tex	[0.00044489429360646855]
VALabcpp	[0.0467276975904941]
VALt2rpp	[0.005093711514867138]
VALtex	[0.00044489429360646855]
PROtex	[0.00044489429360646855]
VPAMTr	[0.36418663102955834]
X5PL3E	[0.36418663102955834]
XAND	[0.36418663102955834]
ABTpp2	[0.36418663102955834]
ilvg	[0.0038946472177781404]
EX_12ppd__S_e	[0.011996981791048779]
XANt2pp	[0.36418663102955834]
PRPPS	[0.003131718932209575]
XANtex	[0.00044489429360646855]
XMPtex	[0.00044489429360646855]
EX_13ppd_e	[0.011996981791048779]
PSCLYStex	[0.00044489429360646855]
EX_14glucan_e	[0.011996981791048779]
EX_15dap_e	[0.011996981791048779]
XPPT	[0.005207512530174762]
XTSNH	[0.0047556850229273405]
XTSNtex	[0.00044489429360646855]
EX_23camp_e	[0.011996981791048779]
PSCVT	[0.0038946472177781404]
EX_23ccmp_e	[0.011996981791048779]
EX_23cgmp_e	[0.011996981791048779]
XYLI1	[0.36418663102955834]
XYLI2	[0.36418663102955834]
EX_cit_e	[0.011996981791048779]
EX_cl_e	[0.011996981791048779]
EX_23cump_e	[0.011996981791048779]
EX_23dappa_e	[0.011996981791048779]
EX_26dap__M_e	[0.011996981791048779]
EX_2ddglcn_e	[0.011996981791048779]
EX_cmp_e	[0.011996981791048779]
EX_co2_e	[0.011996981791048779]
EX_34dhpac_e	[0.011996981791048779]
EX_glyc2p_e	[0.011996981791048779]
EX_3amp_e	[0.011996981791048779]
EX_3cmp_e	[0.011996981791048779]
EX_3gmp_e	[0.011996981791048779]
EX_3hcinnm_e	[0.011996981791048779]
EX_3hpppn_e	[0.011996981791048779]
EX_cobalt2_e	[0.011996981791048779]
EX_colipa_e	[0.011996981791048779]
EX_crn_e	[0.011996981791048779]
EX_csn_e	[0.011996981791048779]
EX_cu_e	[0.011996981791048779]
EX_cu2_e	[0.011996981791048779]
EX_cyan_e	[0.011996981791048779]
EX_cynt_e	[0.011996981791048779]
EX_3ump_e	[0.011996981791048779]
EX_4abut_e	[0.011996981791048779]
EX_glyc3p_e	[0.011996981791048779]
EX_4hoxpacd_e	[0.011996981791048779]
EX_cys__D_e	[0.011996981791048779]
EX_cys__L_e	[0.011996981791048779]
EX_cytd_e	[0.011996981791048779]
EX_glyclt_e	[0.011996981791048779]
EX_dad_2_e	[0.011996981791048779]
EX_4hphac_e	[0.011996981791048779]
EX_gmp_e	[0.011996981791048779]
EX_5dglcn_e	[0.011996981791048779]
EX_damp_e	[0.011996981791048779]
EX_dca_e	[0.011996981791048779]
EX_LalaDgluMdap_e	[0.011996981791048779]
EX_dcmp_e	[0.011996981791048779]
EX_gsn_e	[0.011996981791048779]
EX_dcyt_e	[0.011996981791048779]
EX_ddca_e	[0.011996981791048779]
EX_dgmp_e	[0.011996981791048779]
EX_dgsn_e	[0.011996981791048779]
EX_LalaDgluMdapDala_e	[0.011996981791048779]
EX_abt__D_e	[0.011996981791048779]
EX_ac_e	[0.011996981791048779]
EX_acald_e	[0.011996981791048779]
EX_acgal_e	[0.011996981791048779]
EX_acgal1p_e	[0.011996981791048779]
EX_dha_e	[0.011996981791048779]
EX_gthox_e	[0.011996981791048779]
EX_diact_e	[0.011996981791048779]
EX_dimp_e	[0.011996981791048779]
EX_acgam_e	[0.011996981791048779]
EX_acgam1p_e	[0.011996981791048779]
EX_din_e	[0.011996981791048779]
EX_acmana_e	[0.011996981791048779]
EX_gthrd_e	[0.011996981791048779]
EX_acmum_e	[0.011996981791048779]
EX_dms_e	[0.011996981791048779]
EX_dmso_e	[0.011996981791048779]
EX_acolipa_e	[0.011996981791048779]
EX_dopa_e	[0.011996981791048779]
EX_gtp_e	[0.011996981791048779]
EX_dtmp_e	[0.011996981791048779]
EX_acser_e	[0.011996981791048779]
EX_dump_e	[0.011996981791048779]
EX_ade_e	[0.011996981791048779]
EX_gua_e	[0.011996981791048779]
EX_adn_e	[0.011996981791048779]
EX_adocbl_e	[0.011996981791048779]
EX_duri_e	[0.011996981791048779]
EX_etha_e	[0.011996981791048779]
EX_ethso3_e	[0.011996981791048779]
EX_ag_e	[0.011996981791048779]
EX_etoh_e	[0.011996981791048779]
EX_h_e	[0.011996981791048779]
EX_f6p_e	[0.011996981791048779]
EX_fald_e	[0.011996981791048779]
EX_agm_e	[0.011996981791048779]
EX_akg_e	[0.011996981791048779]
EX_ala_B_e	[0.011996981791048779]
EX_ala__D_e	[0.011996981791048779]
EX_ala__L_e	[0.011996981791048779]
EX_alaala_e	[0.011996981791048779]
EX_fe2_e	[0.011996981791048779]
EX_fe3_e	[0.011996981791048779]
EX_fe3dhbzs_e	[0.011996981791048779]
EX_fe3hox_e	[0.011996981791048779]
EX_fecrm_e	[0.011996981791048779]
EX_all__D_e	[0.011996981791048779]
EX_amp_e	[0.011996981791048779]
EX_feenter_e	[0.011996981791048779]
EX_anhgm_e	[0.011996981791048779]
EX_feoxam_e	[0.011996981791048779]
EX_arab__L_e	[0.011996981791048779]
EX_h2_e	[0.011996981791048779]
EX_arg__L_e	[0.011996981791048779]
EX_for_e	[0.011996981791048779]
EX_ascb__L_e	[0.011996981791048779]
EX_fru_e	[0.011996981791048779]
EX_h2o_e	[0.011996981791048779]
EX_frulys_e	[0.011996981791048779]
EX_asn__L_e	[0.011996981791048779]
EX_aso3_e	[0.011996981791048779]
EX_h2o2_e	[0.011996981791048779]
EX_asp__L_e	[0.011996981791048779]
EX_fruur_e	[0.011996981791048779]
EX_fuc__L_e	[0.011996981791048779]
EX_btd_RR_e	[0.011996981791048779]
EX_h2s_e	[0.011996981791048779]
EX_but_e	[0.011996981791048779]
EX_fum_e	[0.011996981791048779]
EX_g1p_e	[0.011996981791048779]
EX_butso3_e	[0.011996981791048779]
EX_hacolipa_e	[0.011996981791048779]
EX_bz_e	[0.011996981791048779]
EX_g3pc_e	[0.011996981791048779]
EX_g3pe_e	[0.011996981791048779]
EX_halipa_e	[0.011996981791048779]
EX_g3pg_e	[0.011996981791048779]
EX_g3pi_e	[0.011996981791048779]
EX_g3ps_e	[0.011996981791048779]
EX_pi_e	[0.011996981791048779]
EX_pnto__R_e	[0.011996981791048779]
EX_g6p_e	[0.011996981791048779]
EX_ppa_e	[0.011996981791048779]
EX_gal_e	[0.011996981791048779]
EX_hdca_e	[0.011996981791048779]
EX_gal_bD_e	[0.011996981791048779]
EX_ppal_e	[0.011996981791048779]
EX_pppn_e	[0.011996981791048779]
EX_ppt_e	[0.011996981791048779]
EX_gal1p_e	[0.011996981791048779]
EX_hdcea_e	[0.011996981791048779]
EX_galct__D_e	[0.011996981791048779]
EX_galctn__D_e	[0.011996981791048779]
EX_galctn__L_e	[0.011996981791048779]
EX_galt_e	[0.011996981791048779]
EX_pro__L_e	[0.011996981791048779]
EX_progly_e	[0.011996981791048779]
EX_psclys_e	[0.011996981791048779]
EX_pser__L_e	[0.011996981791048779]
EX_galur_e	[0.011996981791048779]
EX_gam_e	[0.011996981791048779]
EX_ptrc_e	[0.011996981791048779]
EX_hg2_e	[0.011996981791048779]
EX_pyr_e	[0.011996981791048779]
EX_r5p_e	[0.011996981791048779]
EX_gam6p_e	[0.011996981791048779]
EX_gdp_e	[0.011996981791048779]
EX_rbt_e	[0.011996981791048779]
EX_his__L_e	[0.011996981791048779]
EX_rib__D_e	[0.011996981791048779]
EX_rmn_e	[0.011996981791048779]
EX_glc__D_e	[0.011996981791048779]
EX_glcn_e	[0.011996981791048779]
EX_glcr_e	[0.011996981791048779]
EX_sbt__D_e	[0.011996981791048779]
EX_glcur_e	[0.011996981791048779]
EX_hom__L_e	[0.011996981791048779]
EX_glcur1p_e	[0.011996981791048779]
EX_gln__L_e	[0.011996981791048779]
EX_glu__L_e	[0.011996981791048779]
EX_gly_e	[0.011996981791048779]
EX_ser__D_e	[0.011996981791048779]
EX_ser__L_e	[0.011996981791048779]
EX_skm_e	[0.011996981791048779]
EX_so2_e	[0.011996981791048779]
EX_so3_e	[0.011996981791048779]
EX_so4_e	[0.011996981791048779]
EX_glyald_e	[0.011996981791048779]
EX_glyb_e	[0.011996981791048779]
EX_spmd_e	[0.011996981791048779]
EX_hxa_e	[0.011996981791048779]
EX_succ_e	[0.011996981791048779]
EX_sucr_e	[0.011996981791048779]
EX_sulfac_e	[0.011996981791048779]
EX_glyc_e	[0.011996981791048779]
EX_glyc__R_e	[0.011996981791048779]
EX_hxan_e	[0.011996981791048779]
EX_tartr__L_e	[0.011996981791048779]
EX_taur_e	[0.011996981791048779]
EX_tcynt_e	[0.011996981791048779]
EX_idon__L_e	[0.011996981791048779]
EX_thm_e	[0.011996981791048779]
EX_thr__L_e	[0.011996981791048779]
EX_ile__L_e	[0.011996981791048779]
EX_thrp_e	[0.011996981791048779]
EX_thym_e	[0.011996981791048779]
EX_imp_e	[0.011996981791048779]
EX_thymd_e	[0.011996981791048779]
EX_indole_e	[0.011996981791048779]
EX_tma_e	[0.011996981791048779]
EX_tmao_e	[0.011996981791048779]
EX_tre_e	[0.011996981791048779]
EX_inost_e	[0.011996981791048779]
EX_trp__L_e	[0.011996981791048779]
EX_tsul_e	[0.011996981791048779]
EX_ins_e	[0.011996981791048779]
EX_ttdca_e	[0.011996981791048779]
EX_ttdcea_e	[0.011996981791048779]
EX_isetac_e	[0.011996981791048779]
EX_tungs_e	[0.011996981791048779]
EX_tym_e	[0.011996981791048779]
EX_tyr__L_e	[0.011996981791048779]
EX_tyrp_e	[0.011996981791048779]
EX_uacgam_e	[0.011996981791048779]
EX_udpacgal_e	[0.011996981791048779]
EX_k_e	[0.011996981791048779]
EX_udpg_e	[0.011996981791048779]
EX_udpgal_e	[0.011996981791048779]
EX_kdo2lipid4_e	[0.011996981791048779]
EX_udpglcur_e	[0.011996981791048779]
EX_ump_e	[0.011996981791048779]
EX_lac__D_e	[0.011996981791048779]
EX_ura_e	[0.011996981791048779]
EX_urea_e	[0.011996981791048779]
EX_lac__L_e	[0.011996981791048779]
EX_uri_e	[0.011996981791048779]
EX_val__L_e	[0.011996981791048779]
EX_lcts_e	[0.011996981791048779]
EX_xan_e	[0.011996981791048779]
EX_xmp_e	[0.011996981791048779]
EX_xtsn_e	[0.011996981791048779]
EX_leu__L_e	[0.011996981791048779]
EX_xyl__D_e	[0.011996981791048779]
EX_xylu__L_e	[0.011996981791048779]
EX_lipa_e	[0.011996981791048779]
EX_zn2_e	[0.011996981791048779]
EX_lipa_cold_e	[0.011996981791048779]
BIOMASS_	[0.011996981791048779, 0.0001046588331215737]
EX_lys__L_e	[0.011996981791048779]
SK_dna_c	[0.011996981791048779]
EX_lyx__L_e	[0.011996981791048779]
SK_dna5mtc_c	[0.011996981791048779]
EX_mal__D_e	[0.011996981791048779]
EX_mal__L_e	[0.011996981791048779]
EX_malt_e	[0.011996981791048779]
EX_malthx_e	[0.011996981791048779]
EX_maltpt_e	[0.011996981791048779]
EX_malttr_e	[0.011996981791048779]
EX_maltttr_e	[0.011996981791048779]
EX_man_e	[0.011996981791048779]
EX_man6p_e	[0.011996981791048779]
EX_manglyc_e	[0.011996981791048779]
EX_melib_e	[0.011996981791048779]
EX_met__D_e	[0.011996981791048779]
EX_met__L_e	[0.011996981791048779]
EX_metsox_R__L_e	[0.011996981791048779]
EX_metsox_S__L_e	[0.011996981791048779]
EX_mg2_e	[0.011996981791048779]
EX_mmet_e	[0.011996981791048779]
EX_mn2_e	[0.011996981791048779]
EX_mnl_e	[0.011996981791048779]
EX_mobd_e	[0.011996981791048779]
EX_mso3_e	[0.011996981791048779]
EX_n2o_e	[0.011996981791048779]
EX_na1_e	[0.011996981791048779]
EX_nac_e	[0.011996981791048779]
EX_nh4_e	[0.011996981791048779]
EX_ni2_e	[0.011996981791048779]
EX_nmn_e	[0.011996981791048779]
EX_no_e	[0.011996981791048779]
EX_no2_e	[0.011996981791048779]
EX_no3_e	[0.011996981791048779]
EX_o2_e	[0.011996981791048779]
EX_o2s_e	[0.011996981791048779]
EX_ocdca_e	[0.011996981791048779]
EX_ocdcea_e	[0.011996981791048779]
EX_octa_e	[0.011996981791048779]
EX_orn_e	[0.011996981791048779]
EX_orot_e	[0.011996981791048779]
EX_pacald_e	[0.011996981791048779]
EX_peamn_e	[0.011996981791048779]
EX_phe__L_e	[0.011996981791048779]
EX_pheme_e	[0.011996981791048779]
